 Total battles: 27369
 Avg. weight/team: 0.217
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Mienfoo            | 60.74494% | 25964  | 47.433% | 21642  | 49.115% | 
 | 2    | Vullaby            | 59.13467% | 20300  | 37.086% | 16555  | 37.570% | 
 | 3    | Growlithe-Hisui    | 29.03690% | 12334  | 22.533% | 9679   | 21.966% | 
 | 4    | Gastly             | 27.98304% | 13288  | 24.276% | 10094  | 22.908% | 
 | 5    | Stunky             | 25.49314% | 6729   | 12.293% | 5614   | 12.741% | 
 | 6    | Foongus            | 25.09256% | 8266   | 15.101% | 6631   | 15.049% | 
 | 7    | Glimmet            | 24.81564% | 14030  | 25.631% | 12515  | 28.402% | 
 | 8    | Mudbray            | 22.33029% | 8249   | 15.070% | 7189   | 16.315% | 
 | 9    | Snivy              | 22.00714% | 10890  | 19.895% | 8388   | 19.036% | 
 | 10   | Voltorb-Hisui      | 14.46806% | 7377   | 13.477% | 6202   | 14.075% | 
 | 11   | Magby              | 11.61900% | 5418   |  9.898% | 3849   |  8.735% | 
 | 12   | Pawniard           | 11.48560% | 6258   | 11.433% | 5002   | 11.352% | 
 | 13   | Timburr            | 11.33243% | 4230   |  7.728% | 3501   |  7.945% | 
 | 14   | Snubbull           | 10.48298% | 3676   |  6.716% | 3026   |  6.867% | 
 | 15   | Chinchou           | 10.17117% | 4233   |  7.733% | 3478   |  7.893% | 
 | 16   | Elekid             |  9.69776% | 4417   |  8.069% | 3482   |  7.902% | 
 | 17   | Tinkatink          |  9.67860% | 3398   |  6.208% | 2993   |  6.792% | 
 | 18   | Shellder           |  8.96731% | 4562   |  8.334% | 3399   |  7.714% | 
 | 19   | Gothita            |  8.84218% | 3772   |  6.891% | 2863   |  6.497% | 
 | 20   | Trapinch           |  8.72515% | 4135   |  7.554% | 3449   |  7.827% | 
 | 21   | Porygon            |  8.35791% | 3431   |  6.268% | 2622   |  5.950% | 
 | 22   | Mareanie           |  8.03551% | 3633   |  6.637% | 3032   |  6.881% | 
 | 23   | Diglett-Alola      |  7.63299% | 2989   |  5.461% | 2577   |  5.848% | 
 | 24   | Toedscool          |  7.18390% | 4101   |  7.492% | 3279   |  7.441% | 
 | 25   | Koffing            |  6.72454% | 2882   |  5.265% | 2329   |  5.285% | 
 | 26   | Magnemite          |  6.42105% | 3226   |  5.894% | 2695   |  6.116% | 
 | 27   | Numel              |  5.64645% | 2623   |  4.792% | 1958   |  4.444% | 
 | 28   | Impidimp           |  5.49109% | 2873   |  5.249% | 2492   |  5.655% | 
 | 29   | Minccino           |  5.05199% | 3558   |  6.500% | 2704   |  6.137% | 
 | 30   | Grookey            |  4.92568% | 3391   |  6.195% | 2787   |  6.325% | 
 | 31   | Larvesta           |  4.36640% | 2742   |  5.009% | 2132   |  4.838% | 
 | 32   | Shellos            |  4.35679% | 1383   |  2.527% | 1159   |  2.630% | 
 | 33   | Drifloon           |  4.21808% | 4282   |  7.823% | 3247   |  7.369% | 
 | 34   | Slowpoke           |  3.83737% | 1711   |  3.126% | 1412   |  3.204% | 
 | 35   | Drilbur            |  3.78758% | 3017   |  5.512% | 2506   |  5.687% | 
 | 36   | Tentacool          |  3.74777% | 2685   |  4.905% | 2265   |  5.140% | 
 | 37   | Zorua-Hisui        |  3.54341% | 3616   |  6.606% | 1902   |  4.316% | 
 | 38   | Shroodle           |  3.43570% | 2438   |  4.454% | 2066   |  4.689% | 
 | 39   | Meowth             |  3.23206% | 3028   |  5.532% | 2593   |  5.885% | 
 | 40   | Grimer-Alola       |  3.21901% | 1585   |  2.896% | 1327   |  3.012% | 
 | 41   | Houndour           |  3.01654% | 1539   |  2.812% | 1179   |  2.676% | 
 | 42   | Sandshrew-Alola    |  2.98885% | 1718   |  3.139% | 1436   |  3.259% | 
 | 43   | Snover             |  2.69877% | 1690   |  3.087% | 1482   |  3.363% | 
 | 44   | Quaxly             |  2.68201% | 1715   |  3.133% | 1385   |  3.143% | 
 | 45   | Teddiursa          |  2.63350% | 612    |  1.118% | 498    |  1.130% | 
 | 46   | Riolu              |  2.61592% | 1525   |  2.786% | 1217   |  2.762% | 
 | 47   | Sandile            |  2.60983% | 1391   |  2.541% | 1279   |  2.903% | 
 | 48   | Phanpy             |  2.31955% | 501    |  0.915% | 433    |  0.983% | 
 | 49   | Buizel             |  2.07303% | 2045   |  3.736% | 1660   |  3.767% | 
 | 50   | Bulbasaur          |  2.05082% | 1732   |  3.164% | 1416   |  3.214% | 
 | 51   | Wattrel            |  2.04944% | 1406   |  2.569% | 1142   |  2.592% | 
 | 52   | Nymble             |  1.77275% | 1239   |  2.264% | 1019   |  2.313% | 
 | 53   | Corphish           |  1.70989% | 2298   |  4.198% | 1804   |  4.094% | 
 | 54   | Torchic            |  1.65551% | 1120   |  2.046% | 889    |  2.018% | 
 | 55   | Chingling          |  1.62463% | 534    |  0.976% | 429    |  0.974% | 
 | 56   | Hippopotas         |  1.54947% | 1488   |  2.718% | 1379   |  3.130% | 
 | 57   | Fuecoco            |  1.53877% | 1110   |  2.028% | 870    |  1.974% | 
 | 58   | Blitzle            |  1.50053% | 1045   |  1.909% | 821    |  1.863% | 
 | 59   | Gible              |  1.49702% | 999    |  1.825% | 843    |  1.913% | 
 | 60   | Cranidos           |  1.48425% | 2986   |  5.455% | 2407   |  5.463% | 
 | 61   | Totodile           |  1.44324% | 1066   |  1.947% | 833    |  1.890% | 
 | 62   | Axew               |  1.39759% | 2099   |  3.835% | 1606   |  3.645% | 
 | 63   | Hatenna            |  1.31643% | 826    |  1.509% | 627    |  1.423% | 
 | 64   | Bramblin           |  1.28362% | 1263   |  2.307% | 1047   |  2.376% | 
 | 65   | Treecko            |  1.27206% | 615    |  1.124% | 470    |  1.067% | 
 | 66   | Dewpider           |  1.25769% | 1605   |  2.932% | 1378   |  3.127% | 
 | 67   | Bronzor            |  1.25029% | 1544   |  2.821% | 1346   |  3.055% | 
 | 68   | Doduo              |  1.19410% | 1112   |  2.031% | 867    |  1.968% | 
 | 69   | Sandshrew          |  1.18130% | 1059   |  1.935% | 862    |  1.956% | 
 | 70   | Salandit           |  1.01651% | 770    |  1.407% | 645    |  1.464% | 
 | 71   | Deerling           |  1.00520% | 1132   |  2.068% | 892    |  2.024% | 
 | 72   | Crabrawler         |  0.98570% | 1101   |  2.011% | 840    |  1.906% | 
 | 73   | Psyduck            |  0.86241% | 824    |  1.505% | 637    |  1.446% | 
 | 74   | Sandygast          |  0.84295% | 469    |  0.857% | 410    |  0.930% | 
 | 75   | Munchlax           |  0.83136% | 2116   |  3.866% | 1667   |  3.783% | 
 | 76   | Litleo             |  0.81969% | 605    |  1.105% | 487    |  1.105% | 
 | 77   | Joltik             |  0.81715% | 633    |  1.156% | 528    |  1.198% | 
 | 78   | Pikipek            |  0.81672% | 368    |  0.672% | 312    |  0.708% | 
 | 79   | Skrelp             |  0.76793% | 608    |  1.111% | 455    |  1.033% | 
 | 80   | Squirtle           |  0.75930% | 970    |  1.772% | 792    |  1.797% | 
 | 81   | Finneon            |  0.75069% | 463    |  0.846% | 376    |  0.853% | 
 | 82   | Croagunk           |  0.71714% | 1137   |  2.077% | 921    |  2.090% | 
 | 83   | Pineco             |  0.71298% | 695    |  1.270% | 626    |  1.421% | 
 | 84   | Venonat            |  0.62675% | 272    |  0.497% | 212    |  0.481% | 
 | 85   | Litten             |  0.60287% | 1292   |  2.360% | 1141   |  2.589% | 
 | 86   | Wingull            |  0.60016% | 744    |  1.359% | 629    |  1.427% | 
 | 87   | Ekans              |  0.54665% | 421    |  0.769% | 358    |  0.812% | 
 | 88   | Cottonee           |  0.54345% | 1229   |  2.245% | 1030   |  2.338% | 
 | 89   | Charmander         |  0.53579% | 801    |  1.463% | 628    |  1.425% | 
 | 90   | Froakie            |  0.52925% | 858    |  1.567% | 710    |  1.611% | 
 | 91   | Surskit            |  0.51404% | 357    |  0.652% | 277    |  0.629% | 
 | 92   | Skiddo             |  0.51197% | 381    |  0.696% | 304    |  0.690% | 
 | 93   | Spinarak           |  0.49217% | 223    |  0.407% | 200    |  0.454% | 
 | 94   | Solosis            |  0.47653% | 724    |  1.323% | 570    |  1.294% | 
 | 95   | Seel               |  0.47251% | 127    |  0.232% | 108    |  0.245% | 
 | 96   | Dratini            |  0.46935% | 854    |  1.560% | 638    |  1.448% | 
 | 97   | Silicobra          |  0.44749% | 432    |  0.789% | 364    |  0.826% | 
 | 98   | Azurill            |  0.43635% | 1191   |  2.176% | 976    |  2.215% | 
 | 99   | Chespin            |  0.43477% | 265    |  0.484% | 211    |  0.479% | 
